hash_replica_retrain_VanillaNerf/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-12-05_06-51-22 | cuda | fp16 | hash_replica_retrain_VanillaNerf
map/stone_nerf/log_ngp.txt:1595:[INFO] Trainer: ngp | 2022-08-18_12-42-06 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1605:[INFO] Trainer: ngp | 2022-08-18_12-43-59 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1615:[INFO] Trainer: ngp | 2022-08-18_12-44-27 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1625:[INFO] Trainer: ngp | 2022-08-18_12-49-10 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1635:[INFO] Trainer: ngp | 2022-08-18_12-53-16 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1645:[INFO] Trainer: ngp | 2022-08-18_12-53-39 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1655:[INFO] Trainer: ngp | 2022-08-18_12-54-32 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1665:[INFO] Trainer: ngp | 2022-08-18_12-54-45 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1675:[INFO] Trainer: ngp | 2022-08-18_12-55-20 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1685:[INFO] Trainer: ngp | 2022-08-18_12-55-52 | cuda | fp32 | stone_nerf
map/stone_nerf/log_ngp.txt:1695:[INFO] Trainer: ngp | 2022-08-18_12-56-18 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1704:[INFO] Trainer: ngp | 2022-08-18_12-56-35 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1714:[INFO] Trainer: ngp | 2022-08-18_12-59-03 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1724:[INFO] Trainer: ngp | 2022-08-18_12-59-25 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1734:[INFO] Trainer: ngp | 2022-08-18_13-05-39 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1744:[INFO] Trainer: ngp | 2022-08-18_13-12-39 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1754:[INFO] Trainer: ngp | 2022-08-18_13-13-17 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1764:[INFO] Trainer: ngp | 2022-08-18_13-14-49 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1774:[INFO] Trainer: ngp | 2022-08-18_13-15-37 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1784:[INFO] Trainer: ngp | 2022-08-18_13-16-14 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1794:[INFO] Trainer: ngp | 2022-08-18_13-16-38 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1804:[INFO] Trainer: ngp | 2022-08-18_13-18-55 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1814:[INFO] Trainer: ngp | 2022-08-18_13-20-34 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1824:[INFO] Trainer: ngp | 2022-08-18_13-21-43 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1834:[INFO] Trainer: ngp | 2022-08-18_13-24-57 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1844:[INFO] Trainer: ngp | 2022-08-18_13-25-45 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1854:[INFO] Trainer: ngp | 2022-08-18_13-28-43 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1864:[INFO] Trainer: ngp | 2022-08-18_13-30-55 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1874:[INFO] Trainer: ngp | 2022-08-18_13-32-47 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1884:[INFO] Trainer: ngp | 2022-08-18_13-35-55 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1893:[INFO] Trainer: ngp | 2022-08-18_13-36-20 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1902:[INFO] Trainer: ngp | 2022-08-18_13-37-12 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1911:[INFO] Trainer: ngp | 2022-08-18_13-38-11 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1921:[INFO] Trainer: ngp | 2022-08-18_13-38-46 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1931:[INFO] Trainer: ngp | 2022-08-18_13-39-48 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1941:[INFO] Trainer: ngp | 2022-08-20_16-36-25 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1951:[INFO] Trainer: ngp | 2022-08-20_16-37-37 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1961:[INFO] Trainer: ngp | 2022-08-20_16-41-22 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1971:[INFO] Trainer: ngp | 2022-08-20_16-41-57 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1981:[INFO] Trainer: ngp | 2022-08-20_16-42-55 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:1991:[INFO] Trainer: ngp | 2022-08-20_16-43-48 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2001:[INFO] Trainer: ngp | 2022-08-20_16-45-08 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2011:[INFO] Trainer: ngp | 2022-08-20_16-46-45 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2021:[INFO] Trainer: ngp | 2022-08-20_16-47-44 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2031:[INFO] Trainer: ngp | 2022-08-20_16-48-22 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2041:[INFO] Trainer: ngp | 2022-08-20_16-55-15 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2051:[INFO] Trainer: ngp | 2022-08-20_16-55-50 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2061:[INFO] Trainer: ngp | 2022-08-20_16-56-46 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2071:[INFO] Trainer: ngp | 2022-08-20_16-57-12 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2081:[INFO] Trainer: ngp | 2022-08-20_16-59-41 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2091:[INFO] Trainer: ngp | 2022-08-20_17-00-13 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2101:[INFO] Trainer: ngp | 2022-08-20_17-01-04 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2111:[INFO] Trainer: ngp | 2022-08-20_17-01-30 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2121:[INFO] Trainer: ngp | 2022-08-20_17-04-49 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2131:[INFO] Trainer: ngp | 2022-08-20_17-19-55 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2141:[INFO] Trainer: ngp | 2022-08-20_17-21-41 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2151:[INFO] Trainer: ngp | 2022-08-20_17-22-21 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2161:[INFO] Trainer: ngp | 2022-08-20_17-23-02 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2171:[INFO] Trainer: ngp | 2022-08-20_17-27-19 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2181:[INFO] Trainer: ngp | 2022-08-20_17-31-28 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2191:[INFO] Trainer: ngp | 2022-08-20_17-32-05 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2201:[INFO] Trainer: ngp | 2022-08-20_17-33-01 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2211:[INFO] Trainer: ngp | 2022-08-20_17-36-00 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2221:[INFO] Trainer: ngp | 2022-08-20_17-37-27 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2231:[INFO] Trainer: ngp | 2022-08-20_22-16-19 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2241:[INFO] Trainer: ngp | 2022-08-20_22-17-13 | cuda | fp16 | stone_nerf
map/stone_nerf/log_ngp.txt:2251:[INFO] Trainer: ngp | 2023-08-21_02-35-26 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2261:[INFO] Trainer: ngp | 2023-08-21_02-43-34 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2271:[INFO] Trainer: ngp | 2023-08-21_02-48-53 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2281:[INFO] Trainer: ngp | 2023-08-21_02-51-08 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2291:[INFO] Trainer: ngp | 2023-08-21_08-44-28 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2301:[INFO] Trainer: ngp | 2023-08-22_02-31-12 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2311:[INFO] Trainer: ngp | 2023-08-22_02-34-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2321:[INFO] Trainer: ngp | 2023-08-22_02-34-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2331:[INFO] Trainer: ngp | 2023-08-22_02-35-18 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2341:[INFO] Trainer: ngp | 2023-08-22_02-36-07 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2351:[INFO] Trainer: ngp | 2023-08-22_02-36-29 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2361:[INFO] Trainer: ngp | 2023-08-22_02-38-35 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2371:[INFO] Trainer: ngp | 2023-08-22_05-39-28 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2381:[INFO] Trainer: ngp | 2023-08-22_05-59-44 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2391:[INFO] Trainer: ngp | 2023-08-22_06-37-35 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2401:[INFO] Trainer: ngp | 2023-08-22_06-56-00 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2411:[INFO] Trainer: ngp | 2023-08-22_06-58-19 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2421:[INFO] Trainer: ngp | 2023-08-22_07-04-26 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2431:[INFO] Trainer: ngp | 2023-08-22_07-04-59 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2441:[INFO] Trainer: ngp | 2023-08-22_07-09-48 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2451:[INFO] Trainer: ngp | 2023-08-22_07-10-30 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2461:[INFO] Trainer: ngp | 2023-08-22_07-13-01 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2471:[INFO] Trainer: ngp | 2023-08-22_07-15-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2481:[INFO] Trainer: ngp | 2023-08-22_07-55-28 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2491:[INFO] Trainer: ngp | 2023-08-22_08-07-53 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2501:[INFO] Trainer: ngp | 2023-08-22_08-13-52 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2511:[INFO] Trainer: ngp | 2023-08-22_08-54-59 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2521:[INFO] Trainer: ngp | 2023-08-22_08-55-56 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2531:[INFO] Trainer: ngp | 2023-08-22_08-56-22 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2541:[INFO] Trainer: ngp | 2023-08-22_08-57-01 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2551:[INFO] Trainer: ngp | 2023-08-22_08-59-06 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2561:[INFO] Trainer: ngp | 2023-08-22_08-59-37 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2571:[INFO] Trainer: ngp | 2023-08-22_09-00-26 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2581:[INFO] Trainer: ngp | 2023-08-23_00-18-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2591:[INFO] Trainer: ngp | 2023-08-23_00-37-20 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2601:[INFO] Trainer: ngp | 2023-08-23_00-39-59 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2611:[INFO] Trainer: ngp | 2023-08-23_00-41-12 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2621:[INFO] Trainer: ngp | 2023-08-23_00-42-13 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2631:[INFO] Trainer: ngp | 2023-08-23_00-43-29 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2641:[INFO] Trainer: ngp | 2023-08-23_00-45-47 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2651:[INFO] Trainer: ngp | 2023-08-23_02-08-45 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2661:[INFO] Trainer: ngp | 2023-08-23_02-43-06 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2671:[INFO] Trainer: ngp | 2023-08-23_02-44-14 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2681:[INFO] Trainer: ngp | 2023-08-24_01-06-45 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2691:[INFO] Trainer: ngp | 2023-08-24_01-17-13 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2701:[INFO] Trainer: ngp | 2023-08-24_01-25-03 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2711:[INFO] Trainer: ngp | 2023-08-24_01-28-52 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2721:[INFO] Trainer: ngp | 2023-08-24_01-34-14 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2731:[INFO] Trainer: ngp | 2023-08-24_01-37-13 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2741:[INFO] Trainer: ngp | 2023-08-24_01-49-43 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2751:[INFO] Trainer: ngp | 2023-08-24_02-18-25 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2761:[INFO] Trainer: ngp | 2023-08-24_02-20-29 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2771:[INFO] Trainer: ngp | 2023-08-24_02-21-30 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2781:[INFO] Trainer: ngp | 2023-08-24_02-24-13 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2791:[INFO] Trainer: ngp | 2023-08-24_02-27-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2801:[INFO] Trainer: ngp | 2023-08-24_02-33-56 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2811:[INFO] Trainer: ngp | 2023-08-24_04-31-20 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2821:[INFO] Trainer: ngp | 2023-08-24_04-31-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2831:[INFO] Trainer: ngp | 2023-08-24_05-29-12 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2841:[INFO] Trainer: ngp | 2023-08-24_05-29-44 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2851:[INFO] Trainer: ngp | 2023-08-24_05-48-06 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2861:[INFO] Trainer: ngp | 2023-08-24_05-53-33 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2871:[INFO] Trainer: ngp | 2023-08-24_07-55-14 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2881:[INFO] Trainer: ngp | 2023-08-24_07-56-01 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2891:[INFO] Trainer: ngp | 2023-08-24_07-59-07 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2901:[INFO] Trainer: ngp | 2023-08-24_08-03-41 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2911:[INFO] Trainer: ngp | 2023-08-24_08-03-59 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2921:[INFO] Trainer: ngp | 2023-08-24_08-52-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2931:[INFO] Trainer: ngp | 2023-08-25_00-38-09 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2941:[INFO] Trainer: ngp | 2023-08-25_01-25-57 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2951:[INFO] Trainer: ngp | 2023-08-25_04-11-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2961:[INFO] Trainer: ngp | 2023-08-25_04-12-04 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2971:[INFO] Trainer: ngp | 2023-08-25_04-52-13 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2981:[INFO] Trainer: ngp | 2023-08-25_04-55-21 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:2991:[INFO] Trainer: ngp | 2023-08-25_04-59-10 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3001:[INFO] Trainer: ngp | 2023-08-25_05-06-37 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3011:[INFO] Trainer: ngp | 2023-08-25_05-08-51 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3021:[INFO] Trainer: ngp | 2023-08-25_05-31-29 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3031:[INFO] Trainer: ngp | 2023-08-25_06-47-32 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3041:[INFO] Trainer: ngp | 2023-08-25_06-54-18 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3051:[INFO] Trainer: ngp | 2023-08-25_06-55-46 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3061:[INFO] Trainer: ngp | 2023-08-25_06-58-45 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3071:[INFO] Trainer: ngp | 2023-08-25_07-00-34 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3081:[INFO] Trainer: ngp | 2023-08-25_07-02-11 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3091:[INFO] Trainer: ngp | 2023-08-25_07-07-08 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3101:[INFO] Trainer: ngp | 2023-08-25_08-12-20 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3111:[INFO] Trainer: ngp | 2023-08-25_08-22-59 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3121:[INFO] Trainer: ngp | 2023-08-25_08-28-09 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3131:[INFO] Trainer: ngp | 2023-08-25_08-29-52 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3141:[INFO] Trainer: ngp | 2023-08-25_08-32-37 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3151:[INFO] Trainer: ngp | 2023-08-25_08-38-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3161:[INFO] Trainer: ngp | 2023-08-25_08-40-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3171:[INFO] Trainer: ngp | 2023-08-27_03-31-40 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3181:[INFO] Trainer: ngp | 2023-08-27_03-46-54 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3191:[INFO] Trainer: ngp | 2023-08-27_03-51-07 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3201:[INFO] Trainer: ngp | 2023-08-27_03-55-55 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3211:[INFO] Trainer: ngp | 2023-08-27_04-02-28 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3221:[INFO] Trainer: ngp | 2023-08-27_04-31-52 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3231:[INFO] Trainer: ngp | 2023-08-27_04-32-55 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3241:[INFO] Trainer: ngp | 2023-08-27_04-38-40 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3251:[INFO] Trainer: ngp | 2023-08-27_04-39-43 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3261:[INFO] Trainer: ngp | 2023-08-27_04-46-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3271:[INFO] Trainer: ngp | 2023-08-27_04-50-58 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3281:[INFO] Trainer: ngp | 2023-08-27_04-51-34 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3291:[INFO] Trainer: ngp | 2023-08-27_04-55-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3301:[INFO] Trainer: ngp | 2023-08-27_04-57-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3311:[INFO] Trainer: ngp | 2023-08-27_06-06-12 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3321:[INFO] Trainer: ngp | 2023-08-27_06-07-42 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3331:[INFO] Trainer: ngp | 2023-08-27_06-55-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3341:[INFO] Trainer: ngp | 2023-08-27_06-58-38 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3351:[INFO] Trainer: ngp | 2023-08-27_07-00-41 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3361:[INFO] Trainer: ngp | 2023-08-27_07-06-57 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3371:[INFO] Trainer: ngp | 2023-08-27_07-07-49 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3381:[INFO] Trainer: ngp | 2023-08-27_07-09-12 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3391:[INFO] Trainer: ngp | 2023-08-27_07-10-57 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3401:[INFO] Trainer: ngp | 2023-08-27_07-11-24 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3411:[INFO] Trainer: ngp | 2023-08-27_07-13-25 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3421:[INFO] Trainer: ngp | 2023-08-27_07-19-57 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3431:[INFO] Trainer: ngp | 2023-08-27_07-26-43 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3441:[INFO] Trainer: ngp | 2023-08-27_07-29-27 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3451:[INFO] Trainer: ngp | 2023-08-27_07-29-50 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3461:[INFO] Trainer: ngp | 2023-08-27_07-32-29 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3471:[INFO] Trainer: ngp | 2023-08-27_07-34-20 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3481:[INFO] Trainer: ngp | 2023-08-27_07-35-45 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3491:[INFO] Trainer: ngp | 2023-08-27_07-44-35 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3501:[INFO] Trainer: ngp | 2023-08-27_07-48-01 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3511:[INFO] Trainer: ngp | 2023-08-27_07-53-14 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3521:[INFO] Trainer: ngp | 2023-08-27_07-59-04 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3531:[INFO] Trainer: ngp | 2023-08-27_08-00-36 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3541:[INFO] Trainer: ngp | 2023-08-27_08-01-26 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3551:[INFO] Trainer: ngp | 2023-08-27_08-03-05 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3561:[INFO] Trainer: ngp | 2023-08-27_08-04-00 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3571:[INFO] Trainer: ngp | 2023-08-27_08-06-09 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3581:[INFO] Trainer: ngp | 2023-08-27_08-14-40 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3591:[INFO] Trainer: ngp | 2023-08-27_08-17-39 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3601:[INFO] Trainer: ngp | 2023-08-27_08-22-57 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3611:[INFO] Trainer: ngp | 2023-08-27_08-24-12 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3621:[INFO] Trainer: ngp | 2023-08-27_08-25-48 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3631:[INFO] Trainer: ngp | 2023-08-27_08-26-35 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3641:[INFO] Trainer: ngp | 2023-08-27_08-27-07 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3651:[INFO] Trainer: ngp | 2023-08-27_08-27-31 | cuda | fp16 | stone_nerf/
map/stone_nerf/log_ngp.txt:3661:[INFO] Trainer: ngp | 2023-08-27_08-29-18 | cuda | fp16 | stone_nerf/
